"","subject","rt","correct","condition"
"3592",5,0.5724,2,2
"3593",5,0.368,2,2
"3594",5,0.3337,2,3
"3595",5,0.4599,2,1
"3596",5,0.2868,2,3
"3597",5,0.3589,2,1
"3598",5,0.327,2,2
"3599",5,0.3178,2,1
"3600",5,0.4158,2,2
"3601",5,0.3562,2,1
"3602",5,0.5067,2,3
"3603",5,0.3917,2,2
"3604",5,0.3932,2,1
"3605",5,0.421,2,3
"3606",5,0.4318,2,2
"3607",5,0.4651,2,1
"3608",5,0.3915,2,2
"3609",5,0.3894,2,3
"3610",5,0.393,2,2
"3611",5,0.4079,2,1
"3612",5,0.3252,2,2
"3613",5,0.3099,2,3
"3614",5,0.4269,2,2
"3615",5,0.342,2,3
"3616",5,0.3936,2,1
"3617",5,0.4088,2,3
"3618",5,0.4218,2,3
"3619",5,0.318,2,2
"3620",5,0.3639,2,2
"3621",5,0.3263,2,3
"3622",5,0.3701,2,3
"3623",5,0.6003,2,1
"3624",5,0.4163,2,2
"3625",5,0.3732,2,2
"3626",5,0.286,2,3
"3627",5,0.4035,2,2
"3628",5,0.3988,2,3
"3629",5,0.639,2,1
"3630",5,0.328,2,1
"3631",5,0.3348,2,3
"3632",5,0.3511,2,2
"3633",5,0.3441,2,3
"3634",5,0.4038,2,3
"3635",5,0.3085,2,2
"3636",5,0.3588,2,3
"3637",5,0.3698,2,1
"3638",5,0.3349,2,3
"3639",5,0.4447,2,3
"3640",5,0.3604,2,2
"3641",5,0.4385,2,1
"3642",5,0.3205,2,2
"3643",5,0.3623,2,1
"3644",5,0.3831,2,2
"3645",5,0.2853,2,3
"3646",5,0.3429,1,3
"3647",5,0.3645,2,3
"3648",5,0.5995,2,2
"3649",5,0.3635,2,2
"3650",5,0.4494,1,1
"3651",5,0.405,2,3
"3652",5,0.5495,2,3
"3653",5,0.3569,2,1
"3654",5,0.4567,2,1
"3655",5,0.3927,2,2
"3656",5,0.411,2,2
"3657",5,0.3836,2,2
"3658",5,0.389,2,2
"3659",5,0.3887,2,1
"3660",5,0.3537,2,2
"3661",5,0.6172,1,2
"3662",5,0.3462,2,2
"3663",5,0.4594,2,2
"3664",5,0.465,2,2
"3665",5,0.3979,2,1
"3666",5,0.4789,2,3
"3667",5,0.7254,2,2
"3668",5,0.3693,2,3
"3669",5,0.3296,2,2
"3670",5,0.4235,2,2
"3671",5,0.4339,2,3
"3672",5,0.3857,2,2
"3673",5,0.3349,2,3
"3674",5,0.3628,2,1
"3675",5,0.4735,2,3
"3676",5,0.3122,2,2
"3677",5,0.3769,2,1
"3678",5,0.4276,2,1
"3679",5,0.2977,1,3
"3680",5,0.602,2,2
"3681",5,0.5906,2,2
"3682",5,0.4897,2,2
"3683",5,0.3717,2,1
"3684",5,0.3683,2,1
"3685",5,0.4233,2,3
"3686",5,0.4972,2,1
"3687",5,0.3556,2,3
"3688",5,0.5018,2,1
"3689",5,0.4245,2,2
"3690",5,0.487,2,3
"3691",5,0.4087,2,1
"3692",5,0.4434,2,2
"3693",5,0.5476,2,2
"3694",5,0.6037,2,1
"3695",5,0.4726,2,2
"3696",5,0.5102,2,2
"3697",5,0.4695,2,2
"3698",5,0.3669,2,3
"3699",5,0.6227,2,2
"3700",5,0.4978,2,1
"3701",5,0.4836,2,2
"3702",5,1.4364,2,1
"3703",5,0.4671,2,2
"3704",5,0.4382,2,2
"3705",5,0.4482,2,2
"3706",5,0.5397,2,2
"3707",5,0.5197,2,1
"3708",5,0.3524,2,3
"3709",5,0.6187,2,1
"3710",5,0.3646,2,2
"3711",5,0.6229,2,1
"3712",5,0.2914,2,3
"3713",5,0.3062,2,3
"3714",5,0.4505,2,2
"3715",5,0.4568,2,3
"3716",5,0.4111,2,1
"3717",5,0.4197,2,2
"3718",5,0.522,2,2
"3719",5,0.4266,2,1
"3720",5,0.3743,2,3
"3721",5,0.4821,2,3
"3722",5,0.3895,2,3
"3723",5,0.4278,2,1
"3724",5,0.4569,2,3
"3725",5,0.3426,2,3
"3726",5,0.368,2,2
"3727",5,0.398,2,3
"3728",5,0.2861,1,3
"3729",5,0.4378,2,3
"3730",5,0.3968,2,3
"3731",5,0.436,2,2
"3732",5,0.3659,2,1
"3733",5,0.3276,1,3
"3734",5,0.5836,2,2
"3735",5,0.4843,2,3
"3736",5,0.4491,2,1
"3737",5,0.829,2,2
"3738",5,0.4083,2,1
"3739",5,0.297,1,3
"3740",5,0.6378,2,2
"3741",5,0.3701,2,3
"3742",5,0.4201,2,2
"3743",5,0.41,2,2
"3744",5,0.5301,2,1
"3745",5,0.3184,1,3
"3746",5,0.5998,2,3
"3747",5,0.4075,2,2
"3748",5,0.3248,2,2
"3749",5,0.4072,1,2
"3750",5,0.4158,2,2
"3751",5,0.6173,2,1
"3752",5,0.3014,2,3
"3753",5,0.3797,1,3
"3754",5,0.656,2,2
"3755",5,0.3757,2,3
"3756",5,0.4261,2,1
"3757",5,0.4762,2,1
"3758",5,0.3958,2,3
"3759",5,0.3616,2,3
"3760",5,0.4488,2,3
"3761",5,0.861,2,2
"3762",5,0.4566,2,1
"3763",5,0.4411,2,2
"3764",5,0.4073,2,3
"3765",5,0.3982,2,2
"3766",5,0.4962,2,3
"3767",5,0.4042,2,2
"3768",5,0.3266,2,2
"3769",5,0.3091,2,3
"3770",5,0.3254,2,3
"3771",5,0.5322,2,3
"3772",5,0.4263,2,3
"3773",5,0.3628,2,1
"3774",5,0.4111,2,1
"3775",5,0.345,2,3
"3776",5,0.3369,2,1
"3777",5,0.3958,2,3
"3778",5,0.3159,2,2
"3779",5,0.3499,2,2
"3780",5,0.2555,2,3
"3781",5,0.2815,2,3
"3782",5,0.3018,2,1
"3783",5,0.3635,2,2
"3784",5,0.3776,2,2
"3785",5,0.4446,1,1
"3786",5,0.308,2,3
"3787",5,0.2747,2,3
"3788",5,0.3654,2,3
"3789",5,0.4589,2,1
"3790",5,0.4114,2,2
"3791",5,0.3053,2,1
"3792",5,0.2933,2,1
"3793",5,0.4275,2,2
"3794",5,0.6744,2,2
"3795",5,0.7441,2,2
"3796",5,0.655,2,2
"3797",5,0.3705,2,1
"3798",5,0.4684,2,1
"3799",5,0.3526,2,2
"3800",5,0.4314,2,2
"3801",5,0.3711,2,1
"3802",5,0.3256,2,2
"3803",5,0.3828,2,3
"3804",5,0.3728,2,1
"3805",5,0.3854,2,2
"3806",5,0.3733,2,2
"3807",5,0.3883,2,2
"3808",5,0.507,2,2
"3809",5,0.4749,2,3
"3810",5,0.3819,2,1
"3811",5,0.3836,2,2
"3812",5,0.3861,2,3
"3813",5,0.3613,2,3
"3814",5,0.3997,2,3
"3815",5,0.3163,2,3
"3816",5,0.5534,2,2
"3817",5,0.3649,2,2
"3818",5,0.3688,2,1
"3819",5,0.3747,2,3
"3820",5,0.3354,1,2
"3821",5,0.4183,2,1
"3822",5,0.4363,2,3
"3823",5,0.4288,2,1
"3824",5,0.5324,2,1
"3825",5,0.306,2,3
"3826",5,0.3185,2,3
"3827",5,0.5318,2,2
"3828",5,0.3982,2,1
"3829",5,0.4231,1,2
"3830",5,0.513,2,2
"3831",5,0.4218,2,3
"3832",5,0.4315,2,3
"3833",5,0.4203,2,3
"3834",5,0.3988,2,2
"3835",5,0.3628,2,3
"3836",5,0.3841,2,2
"3837",5,0.3766,2,2
"3838",5,0.4872,2,1
"3839",5,0.3097,2,2
"3840",5,0.4237,2,1
"3841",5,0.369,2,1
"3842",5,0.4345,2,2
"3843",5,0.4254,2,2
"3844",5,0.3727,2,1
"3845",5,0.5691,2,3
"3846",5,0.4491,2,2
"3847",5,0.361,2,3
"3848",5,0.3908,2,1
"3849",5,0.4558,2,2
"3850",5,0.3858,2,2
"3851",5,0.3147,2,3
"3852",5,0.4091,2,2
"3853",5,0.2955,2,3
"3854",5,0.316,2,3
"3855",5,0.2995,2,3
"3856",5,0.4873,2,1
"3857",5,0.4146,2,3
"3858",5,0.3106,2,3
"3859",5,0.4336,2,1
"3860",5,0.3792,2,3
"3861",5,0.4435,2,2
"3862",5,0.3671,2,1
"3863",5,0.3931,2,1
"3864",5,0.3884,2,3
"3865",5,0.5039,2,2
"3866",5,0.3216,2,3
"3867",5,0.5613,2,1
"3868",5,0.4199,2,2
"3869",5,0.4348,2,1
"3870",5,0.4994,2,1
"3871",5,0.4669,1,2
"3872",5,0.9911,2,2
"3873",5,0.3745,2,2
"3874",5,0.3468,2,2
"3875",5,0.5849,1,2
"3876",5,0.6537,2,1
"3877",5,0.3838,2,3
"3878",5,1.1271,2,1
"3879",5,0.4382,2,1
"3880",5,0.4446,2,1
"3881",5,0.5027,2,1
"3882",5,0.4519,2,2
"3883",5,0.3568,2,2
"3884",5,0.4746,2,1
"3885",5,0.403,2,2
"3886",5,0.4628,2,1
"3887",5,0.3359,2,1
"3888",5,0.4553,2,1
"3889",5,0.356,2,3
"3890",5,0.4382,2,2
"3891",5,0.3618,2,1
"3892",5,0.477,2,3
"3893",5,0.4959,2,1
"3894",5,0.5604,2,2
"3895",5,0.4498,1,3
"3896",5,0.4859,2,1
"3897",5,0.3956,2,1
"3898",5,0.3899,2,1
"3899",5,0.3826,2,1
"3900",5,0.4047,2,1
"3901",5,0.4421,2,1
"3902",5,0.432,2,1
"3903",5,0.3612,2,1
"3904",5,0.4464,2,2
"3905",5,0.3067,2,3
"3906",5,0.4099,2,3
"3907",5,0.3845,2,1
"3908",5,0.365,2,1
"3909",5,0.4171,2,3
"3910",5,0.427,2,3
"3911",5,0.3779,2,1
"3912",5,0.3902,2,1
"3913",5,0.4283,2,1
"3914",5,0.3591,2,1
"3915",5,0.4295,2,2
"3916",5,0.3858,2,3
"3917",5,0.5826,2,2
"3918",5,0.5347,2,1
"3919",5,0.4783,2,1
"3920",5,0.5278,2,2
"3921",5,0.4954,2,2
"3922",5,0.4154,2,1
"3923",5,0.402,2,3
"3924",5,0.391,2,2
"3925",5,0.4071,2,2
"3926",5,0.4005,2,2
"3927",5,0.405,2,2
"3928",5,0.3953,2,3
"3929",5,0.3314,2,2
"3930",5,0.3693,2,1
"3931",5,0.3402,2,3
"3932",5,0.3236,2,1
"3933",5,0.4414,2,1
"3934",5,0.4184,2,1
"3935",5,0.4243,2,2
"3936",5,0.5143,2,2
"3937",5,0.4321,2,2
"3938",5,0.2881,2,3
"3939",5,0.3879,2,1
"3940",5,0.5262,2,2
"3941",5,0.3314,2,3
"3942",5,0.3623,2,1
"3943",5,0.3521,2,3
"3944",5,0.4128,2,2
"3945",5,0.3616,2,2
"3946",5,0.3509,2,2
"3947",5,0.425,2,1
"3948",5,0.3924,2,2
"3949",5,0.3158,2,3
"3950",5,0.4524,2,1
"3951",5,0.2628,1,3
"3952",5,0.3588,2,1
"3953",5,0.3984,2,2
"3954",5,0.399,2,2
"3955",5,0.3633,2,1
"3956",5,0.3344,2,1
"3957",5,0.2957,2,3
"3958",5,0.2823,2,3
"3959",5,0.3638,1,1
"3960",5,0.3246,2,2
"3961",5,0.3216,2,1
"3962",5,0.3147,2,3
"3963",5,0.3829,2,3
"3964",5,0.3726,2,3
"3965",5,0.4367,2,3
"3966",5,0.3337,2,2
"3967",5,0.324,2,2
"3968",5,0.3216,2,2
"3969",5,0.3235,2,1
"3970",5,0.4038,2,1
"3971",5,0.3288,2,3
"3972",5,0.455,2,1
"3973",5,0.3853,2,2
"3974",5,0.4131,2,1
"3975",5,0.3231,2,1
"3976",5,0.2912,1,3
"3977",5,0.3392,2,1
"3978",5,0.338,2,2
"3979",5,0.36,2,3
"3980",5,1.0742,2,1
"3981",5,0.4033,2,3
"3982",5,0.3914,2,1
"3983",5,0.3436,2,1
"3984",5,0.3388,2,3
"3985",5,0.2965,2,3
"3986",5,0.3903,2,3
"3987",5,0.5255,2,1
"3988",5,0.967,2,1
"3989",5,0.6246,2,1
"3990",5,0.5042,2,1
"3991",5,0.3546,2,3
"3992",5,0.7214,2,2
"3993",5,0.3918,2,3
"3994",5,0.3467,2,3
"3995",5,0.519,2,2
"3996",5,0.395,2,2
"3997",5,0.4048,1,2
"3998",5,0.5998,2,2
"3999",5,0.4292,2,1
"4000",5,0.4857,2,1
"4001",5,0.4086,2,1
"4002",5,0.3925,2,1
"4003",5,0.5618,2,3
"4004",5,0.2882,2,3
"4005",5,0.5795,2,1
"4006",5,0.3912,2,3
"4007",5,0.3954,2,2
"4008",5,0.3306,2,3
"4009",5,0.6467,2,1
"4010",5,0.5004,2,2
"4011",5,0.4017,2,1
"4012",5,0.4558,2,1
"4013",5,0.679,2,2
"4014",5,0.7317,2,2
"4015",5,0.8292,2,2
"4016",5,1.143,2,1
"4017",5,0.6602,2,1
"4018",5,0.5476,2,2
"4019",5,0.9031,2,2
"4020",5,0.5154,2,3
"4021",5,0.5337,2,2
"4022",5,0.739,2,1
"4023",5,0.5522,2,1
"4024",5,0.3907,2,1
"4025",5,0.4791,2,2
"4026",5,0.2834,2,3
"4027",5,0.3578,2,3
"4028",5,0.3999,2,3
"4029",5,0.5031,2,2
"4030",5,0.404,2,3
"4031",5,0.3506,2,3
"4032",5,0.6091,2,1
"4033",5,0.4349,2,3
"4034",5,0.3977,2,2
"4035",5,0.3293,2,3
"4036",5,0.4735,2,1
"4037",5,0.3863,2,3
"4038",5,0.6271,2,1
"4039",5,0.6125,2,2
"4040",5,0.371,2,3
"4041",5,0.4119,2,1
"4042",5,0.5634,2,3
"4043",5,1.2613,2,1
"4044",5,0.5055,2,3
"4045",5,0.4516,2,2
"4046",5,0.4323,2,2
"4047",5,0.4042,2,3
"4048",5,0.5856,2,3
"4049",5,0.6265,2,1
"4050",5,0.414,2,2
"4051",5,0.4464,2,1
"4052",5,0.3765,2,2
"4053",5,0.3736,2,3
"4054",5,0.4028,2,3
"4055",5,0.4491,1,3
"4056",5,0.3841,2,1
"4057",5,0.3526,2,2
"4058",5,0.2584,2,3
"4059",5,0.382,2,1
"4060",5,0.5209,2,2
"4061",5,0.3224,2,2
"4062",5,0.373,2,3
"4063",5,0.6546,2,2
"4064",5,0.4073,2,1
"4065",5,0.4661,2,1
"4066",5,0.4168,2,1
"4067",5,0.4314,2,3
"4068",5,0.4415,2,3
"4069",5,0.4096,2,3
"4070",5,0.4719,2,1
"4071",5,0.815,2,2
"4072",5,0.3954,2,2
"4073",5,0.4362,2,1
"4074",5,0.4283,2,2
"4075",5,0.6192,2,1
"4076",5,0.9435,2,2
"4077",5,0.4033,2,3
"4078",5,0.4382,2,1
"4079",5,0.4775,2,2
"4080",5,0.4753,2,3
"4081",5,0.4001,2,3
"4082",5,0.3258,2,3
"4083",5,0.2562,1,3
"4084",5,0.697,2,1
"4085",5,0.5649,2,2
"4086",5,0.4311,2,1
"4087",5,0.3953,2,1
"4088",5,0.479,2,2
"4089",5,0.5765,2,2
"4090",5,0.4664,2,2
"4091",5,0.5809,2,2
"4092",5,0.434,2,3
"4093",5,0.3461,2,3
"4094",5,0.4525,2,1
"4095",5,0.3427,2,3
"4096",5,0.4007,2,3
"4097",5,0.6058,1,2
"4098",5,0.5379,1,3
"4099",5,0.4756,2,3
"4100",5,1.1011,2,1
"4101",5,0.4438,2,2
"4102",5,0.4818,2,3
"4103",5,1.043,2,1
"4104",5,1.0604,2,1
"4105",5,0.3587,2,1
"4106",5,0.4062,2,2
"4107",5,0.3871,2,3
"4108",5,0.4173,1,1
"4109",5,0.6358,2,1
"4110",5,0.5875,2,1
"4111",5,0.3402,2,3
"4112",5,0.2954,2,3
"4113",5,0.4647,2,3
"4114",5,0.5645,2,1
"4115",5,0.3714,2,3
"4116",5,0.3225,2,1
"4117",5,0.3902,2,3
"4118",5,0.345,2,3
"4119",5,0.4701,2,2
"4120",5,0.4111,2,1
"4121",5,0.3764,2,3
"4122",5,0.6419,2,2
"4123",5,0.3601,1,3
"4124",5,0.4333,1,3
"4125",5,0.6481,2,3
"4126",5,0.4909,2,2
"4127",5,0.4805,2,2
"4128",5,0.3901,2,3
"4129",5,0.4831,2,1
"4130",5,0.405,2,1
"4131",5,0.5027,2,3
"4132",5,0.5029,2,3
"4133",5,0.3767,2,1
"4134",5,0.4491,2,2
"4135",5,0.4973,2,3
"4136",5,0.4505,2,2
"4137",5,0.3412,2,2
"4138",5,0.3293,2,1
"4139",5,0.5813,2,1
"4140",5,0.4527,2,3
"4141",5,0.5673,1,2
"4142",5,0.5098,2,2
"4143",5,0.3701,2,2
"4144",5,0.5529,2,2
"4145",5,0.4235,2,2
"4146",5,0.3412,2,2
"4147",5,0.3579,2,3
"4148",5,0.3545,2,1
"4149",5,0.4746,2,2
"4150",5,0.3814,2,3
"4151",5,0.4965,2,1
"4152",5,0.416,2,2
"4153",5,0.4523,2,2
"4154",5,0.4898,2,1
"4155",5,0.4786,2,2
"4156",5,0.4107,2,2
"4157",5,0.4476,1,2
"4158",5,0.4364,2,3
"4159",5,0.9915,2,2
"4160",5,0.3557,2,3
"4161",5,0.3029,2,1
"4162",5,0.3243,2,1
"4163",5,0.4618,2,2
"4164",5,0.6564,2,1
"4165",5,0.5155,2,1
"4166",5,0.2847,1,3
"4167",5,0.3896,2,2
"4168",5,0.4583,2,1
"4169",5,0.4717,2,3
"4170",5,0.4034,2,3
"4171",5,0.3878,2,1
"4172",5,0.5875,2,3
"4173",5,0.426,2,2
"4174",5,0.4174,2,3
"4175",5,0.4035,1,3
"4176",5,0.4008,2,3
"4177",5,0.4715,2,1
"4178",5,0.3501,2,3
"4179",5,0.3373,2,3
"4180",5,0.3932,2,3
"4181",5,0.4139,2,3
"4182",5,0.8382,2,2
"4183",5,0.4455,2,2
"4184",5,0.2761,2,2
"4185",5,0.3924,2,2
"4186",5,0.3377,2,3
"4187",5,0.6074,2,1
"4188",5,0.5131,1,2
"4189",5,0.5503,2,2
"4190",5,0.6944,2,1
"4191",5,0.4893,2,1
"4192",5,0.4431,2,2
"4193",5,0.5737,2,3
"4194",5,0.3664,2,3
"4195",5,0.4558,2,3
"4196",5,0.9952,2,2
"4197",5,0.5605,2,2
"4198",5,0.4467,2,3
"4199",5,0.4201,2,1
"4200",6,0.3621,2,3
"4201",6,0.434,2,3
"4202",6,0.3549,1,1
"4203",6,0.4321,2,3
"4204",6,0.4249,2,1
"4205",6,0.3499,1,2
"4206",6,0.3905,2,3
"4207",6,0.3595,1,2
"4208",6,0.36,2,1
"4209",6,0.5053,2,2
"4210",6,0.5324,2,2
"4211",6,0.3882,1,1
"4212",6,0.5195,2,2
"4213",6,0.4474,2,1
"4214",6,0.3758,2,3
"4215",6,0.3875,1,2
"4216",6,0.4207,2,3
"4217",6,0.4586,2,1
"4218",6,0.4973,2,2
"4219",6,0.3703,2,3
"4220",6,0.3707,1,1
"4221",6,0.4797,2,1
"4222",6,0.4068,2,3
"4223",6,0.4489,2,2
"4224",6,0.4909,2,3
"4225",6,0.3854,1,2
"4226",6,0.6234,2,2
"4227",6,0.3705,2,2
"4228",6,0.3066,2,3
"4229",6,0.423,2,1
"4230",6,0.3603,2,3
"4231",6,0.3172,1,3
"4232",6,0.4977,2,1
"4233",6,0.4842,2,2
"4234",6,0.3715,2,3
"4235",6,0.3613,2,1
"4236",6,0.3806,1,1
"4237",6,0.5607,2,1
"4238",6,0.5692,2,1
"4239",6,0.4678,2,2
"4240",6,0.6377,1,1
"4241",6,0.4193,2,3
"4242",6,0.3651,2,3
"4243",6,0.9202,1,1
"4244",6,0.4124,1,3
"4245",6,0.4695,1,1
"4246",6,0.5542,1,1
"4247",6,0.4212,1,3
"4248",6,0.5105,2,2
"4249",6,0.667,2,1
"4250",6,0.5767,2,1
"4251",6,0.5254,2,3
"4252",6,0.608,2,2
"4253",6,0.561,2,2
"4254",6,0.5763,2,1
"4255",6,0.4869,2,1
"4256",6,0.4767,2,1
"4257",6,0.4049,2,1
"4258",6,0.336,2,3
"4259",6,0.3799,2,2
"4260",6,0.3878,1,1
"4261",6,0.424,2,2
"4262",6,0.4204,2,3
"4263",6,0.3967,2,3
"4264",6,0.3683,2,3
"4265",6,0.3952,2,2
"4266",6,0.5027,2,3
"4267",6,0.5096,2,3
"4268",6,0.5347,1,1
"4269",6,0.4135,1,3
"4270",6,0.5039,2,1
"4271",6,0.4949,2,3
"4272",6,0.38,2,1
"4273",6,0.366,2,3
"4274",6,0.3666,1,3
"4275",6,0.4842,2,1
"4276",6,0.4468,2,3
"4277",6,0.4188,2,1
"4278",6,0.3489,1,3
"4279",6,0.4836,2,2
"4280",6,0.5098,2,2
"4281",6,0.3882,2,1
"4282",6,0.3819,2,3
"4283",6,0.4461,2,1
"4284",6,0.4726,2,3
"4285",6,0.3686,2,3
"4286",6,0.4199,2,3
"4287",6,0.4153,1,1
"4288",6,0.4638,1,2
"4289",6,0.5603,2,1
"4290",6,0.4426,1,1
"4291",6,0.3943,2,3
"4292",6,0.408,2,2
"4293",6,0.3545,2,1
"4294",6,0.4075,2,1
"4295",6,0.3422,1,3
"4296",6,0.3985,2,2
"4297",6,0.3957,2,2
"4298",6,0.4205,2,1
"4299",6,0.441,2,1
"4300",6,0.4384,2,2
"4301",6,0.5295,1,1
"4302",6,0.4153,2,1
"4303",6,0.4854,2,2
"4304",6,0.5071,2,3
"4305",6,0.4085,2,1
"4306",6,0.3777,2,2
"4307",6,0.5231,2,1
"4308",6,0.469,2,1
"4309",6,0.537,2,1
"4310",6,0.5115,2,1
"4311",6,0.4994,2,1
"4312",6,0.4236,2,1
"4313",6,0.4666,1,1
"4314",6,0.3555,1,3
"4315",6,0.5054,2,3
"4316",6,0.3982,2,1
"4317",6,0.3762,2,1
"4318",6,0.5172,2,2
"4319",6,0.4389,2,1
"4320",6,0.4351,2,1
"4321",6,0.4257,1,2
"4322",6,0.3486,1,3
"4323",6,0.3736,2,2
"4324",6,0.588,2,3
"4325",6,0.5136,1,2
"4326",6,0.6239,2,2
"4327",6,0.4405,2,2
"4328",6,0.4047,2,3
"4329",6,0.4606,2,1
"4330",6,0.4253,2,1
"4331",6,0.4674,2,2
"4332",6,0.3779,2,1
"4333",6,0.3917,2,1
"4334",6,0.4172,2,1
"4335",6,0.5122,2,2
"4336",6,0.4502,1,2
"4337",6,0.3751,1,2
"4338",6,0.4724,2,1
"4339",6,0.5188,1,2
"4340",6,0.7021,2,2
"4341",6,0.5399,2,1
"4342",6,0.6316,2,1
"4343",6,0.4038,2,3
"4344",6,0.4061,1,2
"4345",6,0.5066,2,1
"4346",6,0.435,2,2
"4347",6,0.4467,2,1
"4348",6,0.39,1,2
"4349",6,0.4232,2,3
"4350",6,0.4447,2,3
"4351",6,0.4402,2,1
"4352",6,0.403,2,2
"4353",6,0.3601,1,3
"4354",6,0.3653,2,1
"4355",6,0.3558,2,3
"4356",6,0.4143,1,2
"4357",6,0.6716,2,1
"4358",6,0.4683,2,1
"4359",6,0.4095,2,1
"4360",6,0.474,2,1
"4361",6,0.5337,1,3
"4362",6,0.4405,2,3
"4363",6,0.406,2,1
"4364",6,0.4072,2,3
"4365",6,0.3864,1,2
"4366",6,0.4001,1,2
"4367",6,0.4014,2,2
"4368",6,0.435,2,3
"4369",6,0.3779,2,2
"4370",6,0.4318,2,2
"4371",6,0.3754,2,1
"4372",6,0.3994,2,1
"4373",6,0.4231,2,2
"4374",6,0.463,2,1
"4375",6,0.4221,1,1
"4376",6,0.6378,2,2
"4377",6,0.392,1,2
"4378",6,0.5393,2,1
"4379",6,0.4356,2,2
"4380",6,0.4581,1,3
"4381",6,0.3163,1,3
"4382",6,0.4235,2,1
"4383",6,0.4296,2,1
"4384",6,0.4173,2,1
"4385",6,0.3907,1,3
"4386",6,0.5638,1,2
"4387",6,0.475,1,3
"4388",6,0.4341,2,1
"4389",6,0.4444,1,3
"4390",6,0.5077,1,1
"4391",6,0.3859,2,1
"4392",6,0.4274,2,3
"4393",6,0.4047,1,1
"4394",6,0.5066,2,1
"4395",6,0.3477,2,3
"4396",6,0.4414,2,2
"4397",6,0.6052,1,1
"4398",6,0.4585,2,2
"4399",6,0.5251,2,1
"4400",6,0.5263,1,2
"4401",6,0.4751,2,1
"4402",6,0.3892,2,3
"4403",6,0.4057,2,3
"4404",6,0.4539,2,2
"4405",6,0.386,2,1
"4406",6,0.3913,1,3
"4407",6,0.413,2,2
"4408",6,0.3924,2,3
"4409",6,0.3886,1,3
"4410",6,0.3654,2,3
"4411",6,0.4305,1,1
"4412",6,0.4085,2,2
"4413",6,0.4056,1,2
"4414",6,0.5524,2,2
"4415",6,0.377,2,3
"4416",6,0.4386,1,2
"4417",6,0.5974,2,2
"4418",6,0.5118,2,2
"4419",6,0.4209,2,1
"4420",6,0.6598,1,2
"4421",6,0.5104,2,3
"4422",6,0.4465,2,1
"4423",6,0.3844,2,1
"4424",6,0.4814,2,1
"4425",6,0.5011,2,2
"4426",6,0.5079,2,1
"4427",6,0.461,2,1
"4428",6,0.382,2,1
"4429",6,0.4163,1,3
"4430",6,0.4014,1,3
"4431",6,0.3148,1,3
"4432",6,0.4972,2,1
"4433",6,0.4412,1,2
"4434",6,0.4494,1,2
"4435",6,0.3181,2,3
"4436",6,0.3992,1,2
"4437",6,0.3813,2,2
"4438",6,0.4214,2,3
"4439",6,0.4937,1,2
"4440",6,0.5948,1,2
"4441",6,0.5011,2,2
"4442",6,0.5374,2,1
"4443",6,0.4947,2,1
"4444",6,0.4181,2,3
"4445",6,0.4044,1,1
"4446",6,0.4541,1,3
"4447",6,0.4291,2,1
"4448",6,0.4842,2,3
"4449",6,0.5441,2,1
"4450",6,0.3324,2,3
"4451",6,0.5543,2,1
"4452",6,0.4523,2,3
"4453",6,0.6557,2,1
"4454",6,0.6661,2,1
"4455",6,0.4959,2,1
"4456",6,0.5434,1,1
"4457",6,0.4258,2,3
"4458",6,0.4271,1,2
"4459",6,0.4071,2,3
"4460",6,0.3912,2,1
"4461",6,0.5765,2,3
"4462",6,0.606,1,1
"4463",6,0.4086,2,3
"4464",6,0.4131,1,1
"4465",6,0.4067,2,3
"4466",6,0.4003,2,2
"4467",6,0.6734,2,1
"4468",6,0.3995,2,3
"4469",6,0.4529,1,1
"4470",6,0.5297,2,1
"4471",6,0.4465,2,1
"4472",6,0.7313,2,3
"4473",6,0.6069,1,3
"4474",6,0.5319,2,2
"4475",6,0.6325,2,2
"4476",6,0.3285,1,3
"4477",6,0.5535,2,2
"4478",6,0.5623,2,1
"4479",6,0.7968,2,3
"4480",6,0.4263,2,2
"4481",6,0.675,2,1
"4482",6,0.5929,2,2
"4483",6,0.7079,2,1
"4484",6,0.3348,1,3
"4485",6,0.6917,2,2
"4486",6,0.5495,2,1
"4487",6,0.5357,2,2
"4488",6,0.4258,2,3
"4489",6,0.4328,1,2
"4490",6,0.4878,2,3
"4491",6,0.6076,2,1
"4492",6,0.4804,1,2
"4493",6,0.7285,1,1
"4494",6,0.3761,2,3
"4495",6,0.4472,2,2
"4496",6,0.4682,2,1
"4497",6,0.7373,1,2
"4498",6,0.432,2,2
"4499",6,0.6435,2,2
"4500",6,0.5928,2,3
"4501",6,0.4893,1,1
"4502",6,0.4418,1,3
"4503",6,0.5477,1,2
"4504",6,0.4891,2,3
"4505",6,0.4576,1,1
"4506",6,0.4603,2,3
"4507",6,0.3866,2,1
"4508",6,0.5744,2,1
"4509",6,0.3653,1,3
"4510",6,0.6031,2,1
"4511",6,0.4803,2,3
"4512",6,0.3879,2,3
"4513",6,0.4581,2,1
"4514",6,0.5832,2,1
"4515",6,0.3444,1,3
"4516",6,0.4619,2,1
"4517",6,0.5298,2,1
"4518",6,0.4281,1,3
"4519",6,0.3716,2,2
"4520",6,0.4828,1,1
"4521",6,0.4156,1,2
"4522",6,0.4242,2,2
"4523",6,0.4367,1,1
"4524",6,0.5036,2,2
"4525",6,0.4784,2,2
"4526",6,0.5061,2,1
"4527",6,0.4616,2,1
"4528",6,0.4917,2,1
"4529",6,0.7391,2,2
"4530",6,0.6835,2,1
